Location,Locname,Postcode,HB2019,HB2019Name
H262V,Hempriggs House Residential Home,KW1 5TP,S08000022,NHS Highland
H263C,Fur Elise Residential Home,IV7 8LL,S08000022,NHS Highland
H263L,Corrour [School] (Proposed),,NA,NA
H263Q,Ballachulish Primary School,PH49 4JQ,S08000022,NHS Highland
H263V,Culduthel Care Home,IV2 4WS,S08000022,NHS Highland
H264C,Dingwall Social Work Department,IV15 9HU,S08000022,NHS Highland
H264L,Dalwhinnie Primary School,PH19 1AB,S08000022,NHS Highland
H264Q,Banavie Primary School,PH33 7LX,S08000022,NHS Highland
H264V,Innis Mhor,IV19 1EU,S08000022,NHS Highland
H265C,MacKenzie Centre,IV2 4AN,S08000022,NHS Highland
H265L,Deshar Primary School,PH24 3BU,S08000022,NHS Highland
H265Q,Canna / Eigg / Muck / Rum Primary Schools,PH__,NA,NA
H265V,"Highland Hospice, Invergordon",IV18 0JR,S08000022,NHS Highland
H266C,Seaboard Memorial Hall,IV20 1UA,S08000022,NHS Highland
H266L,Carrbridge Primary School,PH23 3AF,S08000022,NHS Highland
H266Q,Caol Primary School,PH33 7DP,S08000022,NHS Highland
H266V,Maple Ridge Care Home,IV3 8NN,S08000022,NHS Highland
H267C,CMHS Rowan House,PH33 6LX,S08000022,NHS Highland
H267L,Gergask Primary School,PH20 1AH,S08000022,NHS Highland
H267Q,Caol Nursery School,PH33 7HF,S08000022,NHS Highland
H267V,Lynemore Care Home,PH26 3JQ,S08000022,NHS Highland
H268C,Tain Dental Practice,IV19 1AR,S08000022,NHS Highland
H268L,Grantown Grammar School,PH26 3HU,S08000022,NHS Highland
H268Q,Duror Primary School,PA38 4BW,S08000022,NHS Highland
H269C,Craigton Avenue Clinic,IV3 8AZ,S08000022,NHS Highland
H269L,Kingussie High School,PH21 1ES,S08000022,NHS Highland
H269Q,Eilean Shona School,PH36 4LR,S08000022,NHS Highland
H270C,Homeless Shelter,IV1 1NB,S08000022,NHS Highland
H270L,Newtonmore Primary School,PH20 1DN,S08000022,NHS Highland
H270Q,Upper Achintore / Fort William / Fort William RC Primary Schools,PH33 6__,NA,NA
H271C,Larch House,IV2 7PA,S08000022,NHS Highland
H271Q,Glenborrodale Primary School,PH36 4JP,S08000022,NHS Highland
H272C,Lochshell Dental Clinic,KW1 4QR,S08000022,NHS Highland
H272L,Portree Primary School,IV51 9PH,S08000022,NHS Highland
H272Q,Glencoe Primary School,PH49 4HR,S08000022,NHS Highland
H273C,Pennyland School Dental Clinic,KW14 7NY,S08000022,NHS Highland
H273L,Achmore [School],,NA,NA
H273Q,Glenelg Primary School,IV40 8LA,S08000022,NHS Highland
H274C,Moorfield Childrens Services,IV15 9QS,S08000022,NHS Highland
H274L,Borrodale Primary School,IV55 8WL,S08000022,NHS Highland
H274Q,Glenetive Primary School,PH49 4JA,S08000022,NHS Highland
H275C,Dundonnell Community Clinic,IV23 2QY,S08000022,NHS Highland
H275L,Broadford Primary School,IV49 9AQ,S08000022,NHS Highland
H275Q,Glenfinnan Primary School,PH37 4LT,S08000022,NHS Highland
H276C,Community Hall,IV26 2YH,S08000022,NHS Highland
H276L,Carbost Primary School,IV47 8SR,S08000022,NHS Highland
H276Q,Invergarry Primary School,PH35 4HG,S08000022,NHS Highland
H277C,Willowview,PA34 4SB,S08000022,NHS Highland
H277L,Staffin Primary School,IV51 9JS,S08000022,NHS Highland
H277Q,Inverie Primary School,PH41 4PL,S08000022,NHS Highland
H278C,Kinlochbervie Rehab Unit,IV27 4RY,S08000022,NHS Highland
H278L,Dornie [School],,NA,NA
H278Q,Inverlochy Primary School,PH33 6LS,S08000022,NHS Highland
H279C,Dental Clinic,IV 3 8HH,NA,NA
H279L,Dunvegan Primary School,IV55 8GU,S08000022,NHS Highland
H279Q,Abrach Road School,PH33 6__,NA,NA
H280C,Albany Dental Clinic,IV18 0HA,S08000022,NHS Highland
H280L,Edinbane Primary School,IV51 9PW,S08000022,NHS Highland
H280Q,Kilchoan Primary School,PH36 4LH,S08000022,NHS Highland
H281C,Tiree Dental Surgery,PA77 6UN,S08000022,NHS Highland
H281L,Elgol Primary School,IV49 9BJ,S08000022,NHS Highland
H281Q,Spean Bridge Primary School,PH34 4EU,S08000022,NHS Highland
H282C,Inverness Community Clinic,IV1 1LX,S08000022,NHS Highland
H282L,Ferrindonald School,IV44 8RF,S08000022,NHS Highland
H282Q,Kingairloch Primary School,PH33 7AE,S08000022,NHS Highland
H283C,Inverness Dental Centre,IV2 3JH,S08000022,NHS Highland
H283L,Loch Duich Primary School,IV40 8HE,S08000022,NHS Highland
H283Q,Kinlochleven High & Primary Schools,PH50 4QE,S08000022,NHS Highland
H284C,Portree NHS Dental Clinic,IV51 9EW,S08000022,NHS Highland
H284L,Macdiarmid Primary School,IV51 9PD,S08000022,NHS Highland
H284Q,Lochaber High School,PH33 7ND,S08000022,NHS Highland
H285C,NHS Highland Harm Reduction Team,IV1 1NB,S08000022,NHS Highland
H285L,Killilan Primary School,IV40 8EB,S08000022,NHS Highland
H285Q,Lochaline Primary School,PA34 5XT,S08000022,NHS Highland
H286C,Broom House,IV2 3UJ,S08000022,NHS Highland
H286L,Kilmuir / Uig Primary Schools,IV51 9__,NA,NA
H286Q,St Columba?s R.C. Primary School,PH33 7DS,S08000022,NHS Highland
H287C,Community Base,PA27 8BX,S08000022,NHS Highland
H287L,Knockbreck Primary School,IV55 8GP,S08000022,NHS Highland
H287Q,Mallaig High / Mallaig Primary Schools,PH41 4__,NA,NA
H288C,Inchvannie House Dental Durgery,IV15 9SE,S08000022,NHS Highland
H288L,Kyle Primary School,IV40 8DA,S08000022,NHS Highland
H288Q,Mingarry Primary School,PH36 4JX,S08000022,NHS Highland
H289C,Jura Progressive Care Centre,PA60 7XA,S08000022,NHS Highland
H289L,Kyleakin Primary School,IV41 8PH,S08000022,NHS Highland
H289Q,Lady Lovat Primary School,PH40 4PA,S08000022,NHS Highland
H290C,Corbett Centre,IV3 8AD,S08000022,NHS Highland
H290L,Plockton Primary School,IV52 8TW,S08000022,NHS Highland
H290Q,St Bride's Primary School,PH33 6SA,S08000022,NHS Highland
H291C,Highland Podiatry Centre,IV3 8HH,S08000022,NHS Highland
H291L,Plockton High School,IV52 8TU,S08000022,NHS Highland
H291Q,Onich [School],,NA,NA
H292C,The Phoenix Centre,IV2 3UJ,S08000022,NHS Highland
H292L,Portree High School,IV51 9ET,S08000022,NHS Highland
H292Q,Roybridge Primary School,PH31 4AG,S08000022,NHS Highland
H293C,Substance Misuse,IV3 5NQ,S08000022,NHS Highland
H293L,Raasay Primary School,IV40 8PB,S08000022,NHS Highland
H293Q,South Laggan Primary School,PH34 4EA,S08000022,NHS Highland
H294C,Inverness Dental Surgery,IV2 4HT,S08000022,NHS Highland
H294L,Struan Primary School,IV56 8FB,S08000022,NHS Highland
H294Q,Strontian Primary School,PH36 4JA,S08000022,NHS Highland
H295C,Taigh an Oisein,IV51 9ER,S08000022,NHS Highland
H295L,Smithton Primary School,IV2 7PD,S08000022,NHS Highland
H295Q,Lochyside Special Unit,PH33 7NX,S08000022,NHS Highland
H296C,Islay & Jura Dental Practice,PA43 7JA,S08000022,NHS Highland
H296L,Auchtertyre Primary School,IV40 8EG,S08000022,NHS Highland
H296Q,Abernethy Nursery,PH25 3ED,S08000022,NHS Highland
H297C,Raasay Clinic,IV40 8NG,S08000022,NHS Highland
H297L,Kirkhill Primary School,IV5 7NX,S08000022,NHS Highland
H297Q,Ardersier Nursery,IV2 7SW,S08000022,NHS Highland
H298C,Firgrove,PA31 8LD,S08000022,NHS Highland
H298L,Bun-Sgoil Shleite,IV44 8RF,S08000022,NHS Highland
H298Q,Auldearn Nursery,IV12 5SX,S08000022,NHS Highland
H299C,Aonach Mor,IV3 8EL,S08000022,NHS Highland
H299L,Raddery School,IV10 8SN,S08000022,NHS Highland
H300C,Victoria Integrated Care Centre,G84 7BU,S08000022,NHS Highland
H301C,Portree NHS Dental Clinic,IV51 9TU,S08000022,NHS Highland
H301L,Strathpeffer Primary School,IV14 9AG,S08000022,NHS Highland
H301Q,Aviemore Nursery,PH22 1RR,S08000022,NHS Highland
H302C,Medical Centre Fort George Barracks,IV2 7TE,S08000022,NHS Highland
H302L,Kinlochbervie High School,IV27 4RG,S08000022,NHS Highland
H302Q,Balloch Nursery,IV2 7HQ,S08000022,NHS Highland
H303C,The Glen Centre,PH22 1RX,S08000022,NHS Highland
H303L,Strathdearn Primary School,IV13 7YN,S08000022,NHS Highland
H303Q,Beauly Nursery,IV4 7DJ,S08000022,NHS Highland
H304C,The Kyle Centre,IV27 4XD,S08000022,NHS Highland
H304L,Marybank Primary School,IV6 7UN,S08000022,NHS Highland
H304Q,Bunsgoil Ghaidhlig Inbhir Nis,IV2 6BA,S08000022,NHS Highland
H305C,Lybster Lunch Club,KW3 6AF,S08000022,NHS Highland
H305L,Farr Primary School,KW14 7SS,S08000022,NHS Highland
H305Q,Cannich Bridge Nursery,IV4 7LN,S08000022,NHS Highland
H306C,Caberfeidh Centre,PH21 1HS,S08000022,NHS Highland
H306L,Drakies Primary School,IV2 3SG,S08000022,NHS Highland
H306Q,Carrbridge Nursery,PH23 3AF,S08000022,NHS Highland
H307C,Wick Social Work Office,KW1 4LR,S08000022,NHS Highland
H307L,Raigmore Primary School,IV2 3UG,S08000022,NHS Highland
H307Q,Cauldeen Nursery,IV2 4HZ,S08000022,NHS Highland
H308C,Thurso Social Work office,KW14 8AJ,S08000022,NHS Highland
H308L,Newmore Primary,IV18 0PG,S08000022,NHS Highland
H308Q,Cawdor Nursery,IV12 5XZ,S08000022,NHS Highland
H309C,Dingwall Social Work Office,IV15 9XB,S08000022,NHS Highland
H309L,South Lodge Primary School,IV18 0LW,S08000022,NHS Highland
H309Q,Central (English) Nursery,IV3 5DW,S08000022,NHS Highland
H310C,Hilton Social work office,IV2 4HT,S08000022,NHS Highland
H310L,Millbank Primary School,IV12 4QB,S08000022,NHS Highland
H310Q,Cradlehall Nursery,IV2 5DB,S08000022,NHS Highland
H311C,Adult Social Care,IV2 7PQ,S08000022,NHS Highland
H311L,Rosebank Primary School,IV12 4RB,S08000022,NHS Highland
H311Q,Crown Nursery,IV2 3JT,S08000022,NHS Highland
H312C,Acharacle Day Centre,PH36 4JJ,S08000022,NHS Highland
H312L,Kinlochewe Primary School,IV22 2LR,S08000022,NHS Highland
H312Q,Croy Nursery,IV2 5PG,S08000022,NHS Highland
H313C,Lochinver Drop in Centre,IV27 4JY,S08000022,NHS Highland
H313L,Strathconan Primary School,IV6 7QD,S08000022,NHS Highland
H313Q,Dalneigh Nursery,IV3 5AU,S08000022,NHS Highland
H314C,Registrars and Social Work Office,IV15 9QW,S08000022,NHS Highland
H314L,Inver Primary School,IV20 1RX,S08000022,NHS Highland
H314Q,Dalwhinnie Nursery,PH19 1AB,S08000022,NHS Highland
H315C,Tigh na Drochaid,IV51 9EW,S08000022,NHS Highland
H315L,Tarbat Old Primary School,IV20 1YA,S08000022,NHS Highland
H315Q,Deshar Nursery,PH24 3BU,S08000022,NHS Highland
H316C,Glen Orrin (Social Work Dept),IV15 9TF,S08000022,NHS Highland
H316L,Inverasdale Primary School,IV22 2LR,S08000022,NHS Highland
H316Q,Dochgarroch Nursery,IV3 8JG,S08000022,NHS Highland
H317C,Bradbury Centre,IV24 3ER,S08000022,NHS Highland
H317L,Poolewe Primary School,IV22 2LA,S08000022,NHS Highland
H317Q,Drakies Nursery,IV2 3SG,S08000022,NHS Highland
H318C,Airdferry Resource Centre,IV14 8FD,NA,NA
H318L,Holm Primary School,IV2 4YL,S08000022,NHS Highland
H318Q,Drummond Nursery,IV2 4NZ,S08000022,NHS Highland
H319C,McLean Court,IV12 4HP,S08000022,NHS Highland
H319L,Lochardil Primary School,IV2 4LB,S08000022,NHS Highland
H319Q,Duncan Forbes Nursery,IV2 7NY,S08000022,NHS Highland
H320C,Resource Centre for the Deaf,IV3 5NR,S08000022,NHS Highland
H320L,Gairloch Primary School,IV21 2BP,S08000022,NHS Highland
H320Q,Farr Nursery,IV2 6XJ,S08000022,NHS Highland
H321C,Cradlehall Park Adult Social Care,IV2 5BZ,S08000022,NHS Highland
H321L,Gairloch High School,IV21 2BP,S08000022,NHS Highland
H321Q,Gergask Nursery,PH20 1AH,S08000022,NHS Highland
H322C,Gairloch Service Point,IV21 2BP,S08000022,NHS Highland
H322L,Fort William Primary School,PH33 6RQ,S08000022,NHS Highland
H322Q,Grantown Nursery,PH26 3HZ,S08000022,NHS Highland
H323C,Care at Home Service,PH21 1EJ,S08000022,NHS Highland
H323L,Fort William R.C. Primary School,PH33 6BD,S08000022,NHS Highland
H323Q,Hilton Nursery,IV2 4TP,S08000022,NHS Highland
H324C,Broadford Service Point and Library,IV49 9AB,S08000022,NHS Highland
H324L,Cauldeen Primary School,IV2 4HZ,S08000022,NHS Highland
H324Q,Holm Nursery,IV2 4YL,S08000022,NHS Highland
H325C,Youth Action Service,IV17 0PT,S08000022,NHS Highland
H325L,Hilton Primary School,IV2 4TP,S08000022,NHS Highland
H325Q,Inshes Nursery,IV2 3RF,S08000022,NHS Highland
H326C,Montrose Centre,PH33 6NQ,S08000022,NHS Highland
H326L,Canna Primary School,PH44 4RS,S08000022,NHS Highland
H326Q,Kilchuimen Nursery,PH32 4DL,S08000022,NHS Highland
H327C,Campbeltown Dental Centre,PA28 6LE,S08000022,NHS Highland
H327L,Eigg Primary School,PH42 4RL,S08000022,NHS Highland
H327Q,Kingussie Nursery,PH21 1EN,S08000022,NHS Highland
H328C,Mitchells Chemist,IV25 3SH,S08000022,NHS Highland
H328L,Muck Primary School,PH41 2RP,S08000022,NHS Highland
H328Q,Kinmylies Nursery,IV3 8PB,S08000022,NHS Highland
H329C,Inshes Church,IV2 3TW,S08000022,NHS Highland
H329L,Rum Primary School,PH43 4RR,S08000022,NHS Highland
H329Q,Kirkhill Nursery,IV5 7NX,S08000022,NHS Highland
H330C,Pultneytown Peoples Project,KW1 5BA,S08000022,NHS Highland
H330L,Alvie Primary School,PH21 1ND,S08000022,NHS Highland
H330Q,Lochardil Nursery,IV2 4LB,S08000022,NHS Highland
H331C,Raigmore Community Centre,IV2 3UY,S08000022,NHS Highland
H331L,Aviemore Primary School,PH22 1RR,S08000022,NHS Highland
H331Q,Millbank Nursery,IV12 4QB,S08000022,NHS Highland
H332C,Kyleakin Village Hall,IV41 8PH,S08000022,NHS Highland
H332L,Bishop Eden Primary School,IV3 5HX,S08000022,NHS Highland
H332Q,Muirtown Nursery,IV3 8LU,S08000022,NHS Highland
H333C,Lochaber Leisure Centre,PH33 6BU,S08000022,NHS Highland
H333L,Central Primary School,IV3 5DW,S08000022,NHS Highland
H333Q,Newtonmore Nursery,PH20 1DN,S08000022,NHS Highland
H334C,New Community Room,G84 7PG,S08000022,NHS Highland
H334L,St Joseph's R.C. Primary School,IV3 5DG,S08000022,NHS Highland
H334Q,Raigmore Nursery,IV2 3UG,S08000022,NHS Highland
H335C,James Cameron Community Centre,IV3 5RH,S08000022,NHS Highland
H335L,Bun Sgoil Primary School,IV2 6BA,S08000022,NHS Highland
H335Q,Rosebank Nursery,IV12 4RB,S08000022,NHS Highland
H336C,Inverness Leisure,IV3 5SS,S08000022,NHS Highland
H336L,Caithness Early Years Autism Centre,KW1 5LU,S08000022,NHS Highland
H336Q,Smithton Nursery,IV2 7PD,S08000022,NHS Highland
H337C,Rowans Unit,IV3 8NP,S08000022,NHS Highland
H337L,Inshes Primary School,IV2 3RF,S08000022,NHS Highland
H337Q,St Joseph's Nursery,IV3 5DG,S08000022,NHS Highland
H338C,Averon Leisure Centre,IV17 0QB,S08000022,NHS Highland
H338L,Kilchuimen Primary School,PH32 4DL,S08000022,NHS Highland
H338Q,Strathdearn Nursery,IV13 7YN,S08000022,NHS Highland
H339C,Beach View Hub,KW9 6QY,S08000022,NHS Highland
H339L,Kingussie Primary School,PH21 1EN,S08000022,NHS Highland
H339Q,Teanassie Nursery,IV4 7AE,S08000022,NHS Highland
H340L,North Kessock Primary School,IV1 3WX,S08000022,NHS Highland
H340Q,Tomnacross Nursery,IV4 7HW,S08000022,NHS Highland
H341L,Resolis Primary School,IV7 8LJ,S08000022,NHS Highland
H341Q,1st Stepps Nursery,IV12 4RB,S08000022,NHS Highland
H342L,Tongue Primary School,IV27 4XL,S08000022,NHS Highland
H342Q,First Beginnings Nursery,IV1 1NE,S08000022,NHS Highland
H343L,Black Isle Education Centre,IV10 8SN,S08000022,NHS Highland
H343Q,Claremont Nursery,IV2 4JY,S08000022,NHS Highland
H344L,Lochcarron Primary School,IV54 8YS,S08000022,NHS Highland
H344Q,Cradlehall Nursery (Cradlehall Court),IV2 5WD,S08000022,NHS Highland
H345L,Munlochy Primary School,IV8 8NL,S08000022,NHS Highland
H345Q,Les Enfants Nurseries Ltd (Inshes),IV2 3TW,S08000022,NHS Highland
H346L,Tore Primary School,IV6 7SA,S08000022,NHS Highland
H346Q,Les Enfants Nurseries Ltd (Westhill),IV2 5FT,S08000022,NHS Highland
H347L,Uig Primary School,IV51 9YD,S08000022,NHS Highland
H348L,Kilmuir Primary School,IV51 9UB,S08000022,NHS Highland
H348Q,Longman Nursery,IV1 1SA,S08000022,NHS Highland
H349L,Maryburgh Primary School,IV7 8EB,S08000022,NHS Highland
H349Q,Midmills Nursery,IV2 3NG,S08000022,NHS Highland
H350L,Dornoch Academy,IV25 3HR,S08000022,NHS Highland
H350Q,Playpen Day Nursery,IV2 3UL,S08000022,NHS Highland
H351L,Dornoch Primary School,IV25 3HR,S08000022,NHS Highland
H351Q,The Kindergarten,IV3 5PG,S08000022,NHS Highland
H352L,Glenurquhart High School,IV63 6XA,S08000022,NHS Highland
H352Q,Andy Pandy Playgroup,IV2 3TD,S08000022,NHS Highland
H353L,Glenurquhart Primary School,IV63 6UT,S08000022,NHS Highland
H353Q,Aviemore Community Childrens Group,PH22 1RT,S08000022,NHS Highland
H354L,Kinlochleven High School,PH50 4QE,S08000022,NHS Highland
H354Q,Cheeky Monkeys,IV2 4HT,S08000022,NHS Highland
H355L,Kinlochleven Primary School,PH50 4QE,S08000022,NHS Highland
H355Q,Cradlehall Playgroup,IV2 5DB,S08000022,NHS Highland
H356L,Kinmylies Primary School,IV3 8PB,S08000022,NHS Highland
H356Q,Croileagan Inbhir Narainn,IV12 4DN,S08000022,NHS Highland
H357L,Muirtown Primary School,IV3 8LU,S08000022,NHS Highland
H357Q,Culloden Pre School Centre,IV2 7LL,S08000022,NHS Highland
H358L,Mallaig High School,PH41 4RG,S08000022,NHS Highland
H358Q,Fliperz Day Care,IV3 8HE,S08000022,NHS Highland
H359L,Mallaig Primary School,PH41 4RX,NA,NA
H359Q,Glenurquhart Childcare Centre,IV63 6XA,S08000022,NHS Highland
H360L,Ullapool High School,IV26 2UN,S08000022,NHS Highland
H360Q,Grantown Playgroup,PH26 3HX,S08000022,NHS Highland
H361L,Ullapool Primary School,IV26 2UE,S08000022,NHS Highland
H361Q,Junior World Childcare Group,IV12 4QB,S08000022,NHS Highland
H362L,Lundavra Primary School,PH33 6JR,S08000022,NHS Highland
H362Q,Kincraig Under Fives,PH21 1NA,S08000022,NHS Highland
H363L,Grantown Primary School,PH26 3HZ,S08000022,NHS Highland
H363Q,Nessie's Nippers Playgroup,IV2 6TT,S08000022,NHS Highland
H364L,Ardnamurchan High School,PH36 4JA,S08000022,NHS Highland
H364Q,Pink Panther Playgroup,IV2 4YL,S08000022,NHS Highland
H365L,The Bridge,IV1 1SG,S08000022,NHS Highland
H365Q,Puddleducks,IV2 7YU,S08000022,NHS Highland
H366L,Caithness Early Years Autistic Centre (CEYAC Unit),KW1 5ND,S08000022,NHS Highland
H366Q,South Loch Ness Nursery,IV2 6YB,S08000022,NHS Highland
H367L,Altnaharra Nursery,IV27 4UE,S08000022,NHS Highland
H367Q,St John's Pre-school Centre,IV2 3BG,S08000022,NHS Highland
H368L,Bonar Bridge Nursery,IV24 3AP,S08000022,NHS Highland
H368Q,Wimberley Estate Childcare Facility,IV2 3YB,S08000022,NHS Highland
H369L,Bridgend Nursery,IV17 0QA,S08000022,NHS Highland
H369Q,Acharacle Nursery,PH36 4JV,NA,NA
H370L,Brora Nursery,KW9 6PF,S08000022,NHS Highland
H370Q,Applecross Nursery,IV54 8LU,S08000022,NHS Highland
H371L,Canisbay Nursery,KW1 4YH,S08000022,NHS Highland
H371Q,Ardgour Nursery,PH33 7AB,S08000022,NHS Highland
H372L,Castletown Nursery,KW14 8UA,S08000022,NHS Highland
H372Q,Arisaig Nursery,PH39 4NH,S08000022,NHS Highland
H373L,Coulhill Nursery,IV17 0RD,S08000022,NHS Highland
H373Q,Auchtertyre Nursery,IV40 8EG,S08000022,NHS Highland
H374L,Craighill Nursery,IV19 1EU,S08000022,NHS Highland
H374Q,Avoch Nursery,IV9 8PS,S08000022,NHS Highland
H375L,Dornoch Nursery,IV25 3HR,S08000022,NHS Highland
H375Q,Badcaul Nursery,IV23 2QY,S08000022,NHS Highland
H376L,Edderton Nursery,IV19 1LF,S08000022,NHS Highland
H376Q,Ballachulish Nursery,PA39 4JQ,S08000022,NHS Highland
H377L,Farr High Nursery,KW14 7SS,S08000022,NHS Highland
H377Q,Banavie Nursery,PH33 7LX,S08000022,NHS Highland
H378L,Gledfield Nursery,IV24 3BN,S08000022,NHS Highland
H378Q,Broadford Nursery,IV49 9AQ,S08000022,NHS Highland
H379L,Golspie Nursery,KW10 6RW,S08000022,NHS Highland
H379Q,Bualnaluib Nursery,IV22 2JR,S08000022,NHS Highland
H380L,Helmsdale Nursery,KW8 6JW,S08000022,NHS Highland
H380Q,Canna Nursery,PH44 4RS,S08000022,NHS Highland
H381L,Hillhead Nursery,KW1 4PE,S08000022,NHS Highland
H381Q,Caol Nursery,PH33 7DP,S08000022,NHS Highland
H382L,Hilton of Cadboll Nursery,IV20 1XR,S08000022,NHS Highland
H382Q,Carbost Nursery,IV47 8SR,S08000022,NHS Highland
H383L,Keiss Nursery School,KW1 4XB,S08000022,NHS Highland
H383Q,Conon Nursery,IV7 8BE,S08000022,NHS Highland
H384L,Kiltearn Nursery,IV169UT,NA,NA
H384Q,Culbokie Nursery,IV7 8JH,S08000022,NHS Highland
H385L,Kinbrace Nursery,KW11 6UB,S08000022,NHS Highland
H385Q,Dingwall Nursery,IV15 9ND,S08000022,NHS Highland
H386L,Lairg Nursery School,IV27 4DD,S08000022,NHS Highland
H386Q,Dunvegan Nursery,IV55 8GU,S08000022,NHS Highland
H387L,Lybster Nursery,KW3 6BJ,S08000022,NHS Highland
H387Q,Dunvegan Nursery (Gaelic),IV55 8WA,S08000022,NHS Highland
H388L,Melvich Nursery,KW14 7YL,S08000022,NHS Highland
H388Q,Edinbane Nursery,IV51 9PW,S08000022,NHS Highland
H389L,Miller Academy Nursery,KW14 7DH,S08000022,NHS Highland
H389Q,Eigg Nursery,PH42 4RL,S08000022,NHS Highland
H390L,Milton Nursery,IV18 0PX,S08000022,NHS Highland
H390Q,Fort William RC Nursery,PH33 6BD,S08000022,NHS Highland
H391L,Mount Pleasant Nursery,KW14 8HL,S08000022,NHS Highland
H391Q,Gairloch Nursery,IV21 2BP,S08000022,NHS Highland
H392L,North Nursery,KW1 4DT,S08000022,NHS Highland
H392Q,Glenelg Nursery,IV40 8LA,S08000022,NHS Highland
H393L,Obsdale Nursery,IV17 0TP,S08000022,NHS Highland
H393Q,Invergarry Nursery,PH35 4HG,S08000022,NHS Highland
H394L,Park Nursery,IV18 0HA,S08000022,NHS Highland
H394Q,Inverie Nursery,PH41 4PL,S08000022,NHS Highland
H395L,Pennyland Nursery,KW14 7NY,S08000022,NHS Highland
H395Q,Inverlochy Nursery,PH33 6LS,S08000022,NHS Highland
H396L,Newton Park Nursery,KW1 5ND,S08000022,NHS Highland
H396Q,Kilchoan Nursery,PH36 4LH,S08000022,NHS Highland
H397L,Rogart Nursery,IV28 3XF,S08000022,NHS Highland
H397Q,Kilmuir Nursery (Gaelic),IV51 9UB,S08000022,NHS Highland
H398L,Rosehall Nursery,IV27 4EU,S08000022,NHS Highland
H398Q,Kinlochewe Nursery,IV22 2PA,S08000022,NHS Highland
H399L,South Lodge Nursery,IV18 0LW,S08000022,NHS Highland
H400L,South Nursery,KW1 5HP,S08000022,NHS Highland
H401L,St. Duthus School Nursery,IV19 1ED,S08000022,NHS Highland
H401Q,Kinlochleven Nursery,PH50 4QH,S08000022,NHS Highland
H402L,Stoer Nursery School,IV27 4JE,S08000022,NHS Highland
H402Q,Knockbreck Nursery,IV55 8GP,S08000022,NHS Highland
H403L,Thrumster Nursery,KW1 5TR,S08000022,NHS Highland
H403Q,Kyle Nursery,IV40 8LG,S08000022,NHS Highland
H404L,Tongue Nursery,IV27 4XL,S08000022,NHS Highland
H404Q,Kyleakin Nursery,IV41 8PH,S08000022,NHS Highland
H405L,Ankerville House Nursery,IV19 1BH,S08000022,NHS Highland
H405Q,Lochcarron Nursery (Gaelic),IV54 8YS,S08000022,NHS Highland
H406L,Ardross Playgroup,IV17 0YD,S08000022,NHS Highland
H406Q,MacDiarmid Nursery,IV51 9PD,S08000022,NHS Highland
H407L,Blackstairs Playgroup,KW1 5AW,S08000022,NHS Highland
H407Q,Mallaig Nursery,PH41 4QX,S08000022,NHS Highland
H408L,Bower Busy Bees Playgroup,KW1 4TT,S08000022,NHS Highland
H408Q,Marybank Nursery,IV6 7UN,S08000022,NHS Highland
H409L,Croileagan Inbhir Theorsa,KW14 8HL,S08000022,NHS Highland
H409Q,Maryburgh Nursery,IV7 8EB,S08000022,NHS Highland
H410L,Dunbeath Playgroup,KW6 6EF,S08000022,NHS Highland
H410Q,Muck Nursery,PH41 2RP,S08000022,NHS Highland
H411L,Durness Playgroup,IV27 4PN,S08000022,NHS Highland
H411Q,Mulbuie Nursery,IV6 7RB,S08000022,NHS Highland
H412L,Golspie Playgroup,KW10 6RU,S08000022,NHS Highland
H412Q,North Kessock Nursery,IV1 3WX,S08000022,NHS Highland
H413L,Halkirk Playgroup,KW12 6YN,S08000022,NHS Highland
H413Q,Plockton Nursery (Gaelic Medium),IV52 8TW,S08000022,NHS Highland
H414L,Kinlochbervie Playgroup & Nursery,IV27 4RG,S08000022,NHS Highland
H414Q,Poolewe Nursery,IV22 2LA,S08000022,NHS Highland
H415L,Lochinver Pre-School,IV27 4LH,S08000022,NHS Highland
H415Q,Portree (Gaelic) Nursery,IV51 9PH,S08000022,NHS Highland
H416L,Norlin Playgroup,KW1 4DT,S08000022,NHS Highland
H416Q,Raasay Nursery,IV40 8PB,S08000022,NHS Highland
H417L,Playbox Playgroup,KW1 4JQ,S08000022,NHS Highland
H417Q,Resolis Nursery,IV7 8LJ,S08000022,NHS Highland
H418L,Playden Nursery,KW14 7DG,S08000022,NHS Highland
H418Q,Rum Nursery,PH43 4RR,S08000022,NHS Highland
H419L,Rainbow Rascals,KW14 7DH,S08000022,NHS Highland
H419Q,Scoraig Nursery,IV23 2RE,S08000022,NHS Highland
H420L,Reay Playgroup,KW14 7RN,S08000022,NHS Highland
H420Q,Shieldaig Nursery,IV54 8XN,S08000022,NHS Highland
H421L,Scallywags Nursery,KW14 8XP,S08000022,NHS Highland
H421Q,Bun-Sgoil Shleite Nursery,IV44 8RF,S08000022,NHS Highland
H422L,Scourie Playgroup,IV27 4TG,S08000022,NHS Highland
H422Q,Spean Bridge Nursery,PH34 4EU,S08000022,NHS Highland
H423L,Tongue Pre-School Centre,IV27 4XL,S08000022,NHS Highland
H423Q,St Brides Nursery,PH33 6SA,S08000022,NHS Highland
H424L,Watten Pre-School Playgroup,KW1 5XN,S08000022,NHS Highland
H424Q,St Clement's Nursery,IV15 9JZ,S08000022,NHS Highland
H425L,Wick Family Centre,KW1 5EY,S08000022,NHS Highland
